spg,a,b,c,alpha,beta,gamma,wp0,x0,y0,z0,wp1,x1,y1,z1,wp2,x2,y2,z2,wp3,x3,y3,z3,wp4,x4,y4,z4,wp5,x5,y5,z5,wp6,x6,y6,z6,wp7,x7,y7,z7,target_coord0,target_coord1,target_coord2,target_coord3,target_coord4,target_coord5,target_coord6,target_coord7
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.15424720577512097,0.5367889408930655,0.9983690832753926,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.15424720577512097,0.5367889408930655,0.9983690832753926,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.845752794224879,0.46321105910693444,0.9983690832753926,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.15424720577512097,0.5367889408930655,0.9983690832753926,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.34575279422487903,0.9632110591069345,0.49836908327539264,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.34575279422487903,0.9632110591069345,0.49836908327539264,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.34575279422487903,0.9632110591069345,0.49836908327539264,0,0.22472271147499334,0.18491806255480736,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.845752794224879,0.46321105910693444,0.9983690832753926,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.15424720577512097,0.5367889408930655,0.9983690832753926,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.31508193744519264,0.7247227114749933,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.845752794224879,0.46321105910693444,0.9983690832753926,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.15700439409213568,0.351178040565984,0.0,0,0.46321105910693444,0.15424720577512097,0.0016309167246073564,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.845752794224879,0.46321105910693444,0.9983690832753926,0,0.22472271147499334,0.18491806255480736,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.8429956059078643,0.648821959434016,0.0,0,0.845752794224879,0.46321105910693444,0.9983690832753926,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.851178040565984,0.3429956059078643,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.6570043940921357,0.851178040565984,0.5,0,0.5367889408930655,0.845752794224879,0.0016309167246073564,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.15424720577512097,0.5367889408930655,0.9983690832753926,0,0.18491806255480736,0.7752772885250067,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.7752772885250067,0.8150819374451926,0.9814584857027675,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.3429956059078643,0.1488219594340161,0.5,0,0.654247205775121,0.03678894089306556,0.49836908327539264,0,0.6849180625548074,0.27527728852500655,0.5185415142972325,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.1488219594340161,0.6570043940921357,0.5,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.8150819374451926,0.22472271147499334,0.018541514297232553,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.351178040565984,0.8429956059078643,0.0,0,0.9632110591069345,0.654247205775121,0.5016309167246074,0,0.7247227114749933,0.6849180625548074,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
82,10.661836860286668,10.661836860286668,2.944248996978182,1.5707963267948966,1.5707963267948966,1.5707963267948966,0,0.648821959434016,0.15700439409213568,0.0,0,0.03678894089306556,0.34575279422487903,0.5016309167246074,0,0.27527728852500655,0.31508193744519264,0.48145848570276745,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,6,3,3,0,0,0,0,0
