row,spg,ti_ti_min,ti_o_min,o_o_min,error
0,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
1,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
2,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
3,74,2.96071195602417,1.950625982131083,2.5387284917828823,
4,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
5,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
6,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
7,74,2.96071195602417,1.9506259821310823,2.53872849178288,
8,74,2.96071195602417,1.950625982131083,2.5387284917828814,
9,74,2.96071195602417,1.9506259821310827,2.53872849178288,
10,74,2.96071195602417,1.950625982131083,2.5387284917828814,
11,74,2.96071195602417,1.9506259821310825,2.53872849178288,
12,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
13,74,2.96071195602417,1.9506259821310823,2.53872849178288,
14,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
15,74,2.96071195602417,1.950625982131083,2.5387284917828814,
16,74,2.96071195602417,1.9506259821310823,2.5387284917828814,
17,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
18,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
19,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
20,74,2.96071195602417,1.9506259821310823,2.5387284917828814,
21,74,2.96071195602417,1.950625982131083,2.53872849178288,
22,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
23,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
24,74,2.96071195602417,1.9506259821310825,2.53872849178288,
25,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
26,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
27,74,2.96071195602417,1.950625982131083,2.5387284917828814,
28,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
29,74,2.96071195602417,1.950625982131083,2.5387284917828814,
30,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
31,74,2.96071195602417,1.9506259821310823,2.5387284917828814,
32,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
33,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
34,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
35,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
36,74,2.96071195602417,1.950625982131083,2.5387284917828814,
37,74,2.96071195602417,1.9506259821310823,2.5387284917828814,
38,74,2.96071195602417,1.950625982131083,2.53872849178288,
39,74,2.96071195602417,1.950625982131083,2.5387284917828823,
40,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
41,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
42,74,2.96071195602417,1.9506259821310823,2.53872849178288,
43,74,2.96071195602417,1.950625982131083,2.53872849178288,
44,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
45,74,2.96071195602417,1.9506259821310823,2.53872849178288,
46,74,2.96071195602417,1.950625982131083,2.5387284917828814,
47,74,2.96071195602417,1.9506259821310825,2.5387284917828814,
48,74,2.96071195602417,1.9506259821310825,2.53872849178288,
49,74,2.96071195602417,1.9506259821310825,2.53872849178288,
50,74,2.96071195602417,1.9506259821310827,2.53872849178288,
51,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
52,74,2.96071195602417,1.9506259821310827,2.53872849178288,
53,74,2.96071195602417,1.950625982131083,2.5387284917828814,
54,74,2.96071195602417,1.950625982131083,2.5387284917828814,
55,74,2.96071195602417,1.950625982131083,2.5387284917828823,
56,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
57,74,2.96071195602417,1.9506259821310827,2.53872849178288,
58,74,2.96071195602417,1.9506259821310823,2.5387284917828823,
59,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
60,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
61,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
62,74,2.96071195602417,1.950625982131083,2.5387284917828823,
63,74,2.96071195602417,1.950625982131083,2.5387284917828814,
64,74,2.96071195602417,1.9506259821310827,2.5387284917828814,
65,74,2.96071195602417,1.9506259821310827,2.5387284917828823,
66,74,2.96071195602417,1.950625982131083,2.53872849178288,
