row,spg,ti_ti_min,ti_o_min,o_o_min,error
0,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
1,227,3.181637271405191,3.2449507901793058,1.27576663368479,
2,227,3.181637271405191,2.669343194316154,2.139977671232506,
3,227,3.181637271405191,1.9522325374737206,2.139977671232506,
4,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
5,227,3.181637271405191,2.669343194316154,2.139977671232506,
6,227,3.181637271405191,3.244951408876057,1.2757667885251942,
7,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
8,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
9,227,3.181637271405191,3.244951408876057,1.2757667885251942,
10,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
11,227,3.181637271405191,3.244951408876057,1.2757667885251942,
12,227,3.181637271405191,2.669343194316154,2.139977671232506,
13,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
14,227,3.181637271405191,1.9522325374737206,2.139977671232506,
15,227,3.181637271405191,3.244951408876057,1.2757667885251942,
16,227,3.181637271405191,1.9522324362866794,2.139977671232506,
17,227,3.181637271405191,3.2449507901793058,1.27576663368479,
18,227,3.181637271405191,2.669342479207415,2.139977671232506,
19,227,3.181637271405191,1.9522325374737206,2.139977671232506,
20,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
21,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
22,227,3.181637271405191,1.9522325374737206,2.139977671232506,
23,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
24,227,3.181637271405191,3.244951408876057,1.2757667885251942,
25,227,3.181637271405191,2.669342479207415,2.139977671232506,
26,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
27,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
28,227,3.181637271405191,1.9522324362866794,2.139977671232506,
29,227,3.181637271405191,1.9522325374737206,2.139977671232506,
30,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
31,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
32,227,3.181637271405191,1.9522325374737206,2.139977671232506,
33,227,3.181637271405191,3.2449507901793058,1.27576663368479,
34,227,3.181637271405191,2.669342479207415,2.139977671232506,
35,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
36,227,3.181637271405191,3.244951408876057,1.2757667885251942,
37,227,3.181637271405191,2.669343194316154,2.139977671232506,
38,227,3.181637271405191,1.9522325374737206,2.139977671232506,
39,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
40,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
41,227,3.181637271405191,2.669343194316154,2.139977671232506,
42,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
43,227,3.181637271405191,2.669342479207415,2.139977671232506,
44,227,3.181637271405191,1.9522325374737206,2.139977671232506,
45,227,3.181637271405191,2.669343194316154,2.139977671232506,
46,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
47,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
48,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
49,227,3.181637271405191,3.244951408876057,1.2757667885251942,
50,227,3.181637271405191,3.2449507901793058,1.27576663368479,
51,227,3.181637271405191,1.9522324362866794,2.139977671232506,
52,227,3.181637271405191,1.9522325374737206,2.139977671232506,
53,227,3.181637271405191,1.9522325374737206,2.139977671232506,
54,227,3.181637271405191,3.2449507901793058,1.27576663368479,
55,227,3.181637271405191,2.669343194316154,2.139977671232506,
56,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
57,227,3.181637271405191,3.244951408876057,1.2757667885251942,
58,227,3.181637271405191,3.2449507901793058,1.27576663368479,
59,227,3.181637271405191,1.9522324362866794,2.139977671232506,
60,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
61,227,3.181637271405191,2.669342479207415,2.139977671232506,
62,227,3.181637271405191,2.669343194316154,2.139977671232506,
63,227,3.181637271405191,3.2449507901793058,1.27576663368479,
64,227,3.181637271405191,3.2449507901793058,1.27576663368479,
65,227,3.181637271405191,1.9522325374737206,2.139977671232506,
66,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
67,227,3.181637271405191,2.669342479207415,2.139977671232506,
68,227,3.181637271405191,2.669343194316154,2.139977671232506,
69,227,3.181637271405191,1.9522324362866794,2.139977671232506,
70,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
71,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
72,227,3.181637271405191,2.669342479207415,2.139977671232506,
73,227,3.181637271405191,0.6378831620015395,1.2757667885251942,
74,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
75,227,3.181637271405191,3.244951408876057,1.2757667885251942,
76,227,3.181637271405191,3.2449507901793058,1.27576663368479,
77,227,3.181637271405191,1.9522325374737206,2.139977671232506,
78,227,3.181637271405191,0.6378836265236547,1.2757672530473094,
79,227,3.181637271405191,2.669343194316154,2.139977671232506,
